ppm,S200538,S200624,S200627,S200725,S200547,S202042,S200796,S200793,S201032,S200610,S200607,S200820,S200071
PPM9.8235,-17.6184,-4.5789,16.9982,-20.0004,34.7399,-11.8006,8.4936,-27.4244,31.0789,-29.5883,-21.9056,7.1891,-18.0409
PPM9.8225,0.1041,2.1593,7.7506,-35.1776,8.118,-26.7065,6.3627,-42.7136,25.2283,-29.4134,-32.3332,-13.4038,-9.8944
PPM9.8215,-1.94,-6.4259,10.4113,-42.2198,-11.2976,-30.8857,-13.8093,-10.4549,-1.8835,-34.2144,-28.3346,-58.9501,6.6386
PPM9.8205,-27.9913,-17.4587,41.3381,-43.0104,-11.9356,-34.2304,-38.0924,7.4351,6.0233,-38.5737,0.3742,-78.7296,-3.2657
PPM9.8195,-41.5515,-5.8471,42.5083,-20.3873,-9.3266,-24.8775,-39.0748,8.6823,18.4961,-29.4598,12.2263,-57.2834,-52.8286
PPM9.8185,-17.3437,-9.3973,19.8176,-2.3492,-2.4779,-4.4539,-20.246,26.4966,-7.635,-15.6335,13.8096,-49.6286,-78.3483
PPM9.8175,8.9031,-25.002,-2.0922,-17.3249,3.6359,-5.155,-29.0994,36.951,-23.1482,-21.7312,14.486,-46.7737,-76.2451
PPM9.8165,7.565,-14.9827,-6.5687,-48.054,12.5242,-15.4505,-15.3956,40.0113,-23.4907,-8.5983,3.2747,-40.6746,-44.3633
PPM9.8155,-3.0126,-1.8308,-36.9235,-45.3968,21.9605,29.2875,18.9756,27.2052,-29.519,5.9074,11.9855,-32.7349,-25.1742
PPM9.8145,-14.2321,14.6889,-51.628,-25.5062,17.2759,44.6571,38.4593,13.2737,-6.8314,8.1136,2.7679,-9.608,-26.1786
PPM9.8135,-2.7231,17.053,-22.1087,0.3121,19.8454,40.3881,20.5401,22.5921,18.0914,-2.027,11.2182,-21.0344,-40.5149
PPM9.8125,-7.1514,20.4922,-11.8907,20.6321,28.9709,59.4871,-8.5621,0.9102,10.6793,-19.3585,30.9932,-43.2579,-41.2256
PPM9.8115,-25.0492,21.6773,2.3698,13.4231,25.8146,67.3998,-5.8077,-30.2624,4.0629,-53.7978,25.1566,-14.5408,-53.212
PPM9.8105,-23.7369,19.1732,-5.5028,1.7871,38.4562,34.7725,-16.6273,-11.8348,2.3935,-53.6212,51.696,10.0683,-68.8784
PPM9.8095,-32.6476,26.0997,-20.5476,-27.3407,41.7447,0.3209,-14.0695,8.7624,10.3017,-30.5508,64.8096,3.6481,-65.5779
PPM9.8085,-27.2196,32.8861,-27.743,-46.6688,58.1622,-24.1669,-2.766,32.7525,4.3475,-12.4938,34.9727,9.6246,-49.6451
PPM9.8075,-8.8943,35.7072,-20.8787,-12.2754,43.1567,-20.0802,25.0033,34.0789,9.9934,-0.6542,-10.0529,15.1568,-33.3635
PPM9.8065,12.9558,3.1228,-13.4081,27.4838,8.4533,-26.4335,27.2892,13.0031,-13.0275,1.1305,-9.1051,-1.6406,-22.1655
PPM9.8055,14.2432,-17.3085,-32.1589,39.171,-26.317,-50.422,7.0924,-4.7362,-16.6897,-12.7692,10.0926,-1.3765,-4.1257
PPM9.8045,5.5968,-26.6861,-8.3072,19.2162,-50.6419,-12.5366,7.8874,7.5186,2.0872,-26.879,14.7312,-1.6614,16.9436
PPM9.8035,-5.8433,-32.7171,5.3884,14.4598,-52.0916,-4.4303,31.8148,17.5516,6.4681,-50.9071,-2.177,7.2676,10.0082
PPM9.8025,-14.3444,-20.17,-11.7636,20.8864,-25.6307,-9.7247,21.0537,3.2039,-13.0685,-40.7976,-9.4052,0.1004,-25.5244
PPM9.8015,-2.2803,-17.648,-6.6419,13.1589,-1.4269,6.5658,13.7765,-13.7002,-50.1265,-9.2329,-16.5721,-19.2332,-18.0572
PPM9.8005,4.0814,20.7506,9.859,4.3608,0.943,-5.9274,36.6315,-21.3754,-54.5162,-5.1859,-30.8828,-28.7444,-2.9378
PPM9.7995,13.3864,30.6848,23.8234,5.5331,7.2047,-14.8358,32.9978,-29.5691,-34.4511,-17.5536,-39.1984,-43.3793,-4.9138
PPM9.7985,29.5057,14.2343,24.5007,15.9515,-2.66,-10.7474,-2.1137,-15.5288,4.7078,-20.0017,-31.335,-35.5943,-0.7225
PPM9.7975,23.4877,3.8104,5.3779,7.0162,-17.6647,-11.5946,-25.5292,10.9449,30.2173,-24.3639,-8.6095,-18.638,2.3204
PPM9.7965,28.6171,18.8734,-3.7791,0.1173,-30.942,-6.5734,-3.8778,7.1174,68.3151,-0.8876,2.695,-20.0699,-0.7548
PPM9.7955,33.0963,1.1258,17.624,-8.2388,-27.6171,-7.5885,5.0404,9.5663,54.2047,29.2921,-8.2053,-29.1291,-6.2393
PPM9.7945,9.0659,-26.3939,30.6461,-5.3368,-0.5949,-27.8069,-5.9276,10.3108,16.7701,22.5085,-9.4759,-6.3628,9.9744
PPM9.7935,5.0778,-4.0194,12.851,-7.4151,40.3275,-23.6676,-12.961,4.592,33.1799,13.2703,-14.425,-7.3757,18.3547
PPM9.7925,17.4449,5.482,-15.3086,1.7458,43.5819,-22.4713,13.7625,-7.3546,34.6357,15.1345,3.829,-17.4166,24.4593
PPM9.7915,21.1481,-4.0578,-32.431,-10.9676,11.1864,2.4053,30.943,-10.7669,12.7384,8.3982,26.6171,-27.2349,22.9735
PPM9.7905,20.0054,-10.7315,-27.0677,-0.672,-7.7856,29.0652,29.6021,19.4577,11.2998,6.6537,11.5742,-17.7826,-1.174
PPM9.7895,29.7422,10.5465,-2.4712,15.627,-22.7488,24.1724,11.6764,28.9802,2.2113,19.6978,-13.4145,-3.3552,-5.6372
PPM9.7885,30.5758,10.6314,-6.0713,16.0674,-38.5933,-1.5721,-9.7308,22.3946,-20.1286,31.018,1.955,10.942,-12.9366
PPM9.7875,19.4647,-11.6597,-42.6235,5.3633,-32.9609,9.332,-21.8536,37.597,-29.9562,39.8207,-5.5708,-9.8626,-3.7849
PPM9.7865,32.7054,-9.8167,-47.6983,-11.7384,-32.6041,-13.2381,-21.1022,38.8298,-19.9679,12.1546,4.7924,-33.043,-9.8124
PPM9.7855,41.9344,25.6278,-22.653,-36.8192,-21.6603,-28.8873,-13.8363,9.716,-0.3426,-6.0318,19.2448,-26.5546,-15.6455
PPM9.7845,27.9335,28.0423,-25.7194,-26.0144,4.7056,-5.7637,-6.3426,-9.6614,-19.9961,-1.1084,11.2341,20.9546,-4.8906
PPM9.7835,28.2234,10.5384,-33.0225,10.9393,4.8427,10.7954,-9.4393,-3.6137,-24.4816,-7.3849,18.7634,29.7877,-11.8093
PPM9.7825,-4.5534,-14.5731,-6.773,-12.5574,21.5742,5.266,8.8932,9.8558,-41.6563,-9.8523,22.4101,28.6846,-24.3216
PPM9.7815,-30.4404,-7.9603,6.5352,-37.8004,25.3962,-7.2362,24.6001,3.0518,-29.0399,-41.557,-3.8247,26.3513,-44.8111
PPM9.7805,-40.8812,-22.9422,6.1109,-11.1531,12.1287,-10.0051,27.3935,-8.5188,-6.0899,-38.4706,-30.3518,14.3557,-49.7795
PPM9.7795,-55.7812,-43.7252,-14.1814,-5.8625,-0.8547,-21.5726,5.9133,-34.3487,-33.7705,-3.166,-29.2179,-24.7237,-42.1691
PPM9.7785,-32.5135,-29.5632,-9.069,-10.9415,6.8515,-10.9065,-24.1356,-41.5407,-59.3522,3.7705,1.3915,-31.2898,-14.1976
PPM9.7775,0.1102,-6.8163,-16.194,-3.6214,2.2132,0.7236,-16.4362,-29.0123,-47.9153,-2.5491,20.8966,4.1496,1.6526
PPM9.7765,7.323,-13.5812,-31.7451,-15.7329,17.2032,7.2347,5.2302,-7.7304,-56.4453,-22.4785,16.2617,12.2966,-9.1808
PPM9.7755,-2.576,-28.0786,-16.748,-23.0025,7.2434,-1.689,-4.0352,8.0185,-44.2854,0.7251,-3.8365,5.1272,-18.0702
PPM9.7745,-17.8817,-20.9188,-12.018,1.1883,-2.3371,3.1098,-24.5137,-20.532,-12.7377,11.6611,-17.0982,-4.7401,-10.2422
PPM9.7735,-39.4554,-23.0802,-11.4562,15.7676,-6.225,-0.4978,1.1509,-29.7019,2.2368,23.0196,-17.8001,-13.4748,-17.8302
PPM9.7725,-32.4348,-37.9317,11.2576,-12.1168,7.6616,18.5029,6.9432,-15.5384,-11.5801,0.4706,0.5514,-22.1159,-55.5066
PPM9.7715,-18.266,-24.7862,29.8567,-4.877,-2.9179,16.6779,-2.465,-12.4178,-24.5393,-22.2034,5.7213,-2.3872,-49.086
PPM9.7705,-29.2229,-23.4255,16.2494,-4.4596,-18.4596,-6.3495,-5.0371,5.147,-21.9508,-34.1784,-4.0149,-7.5827,-44.2465
PPM9.7695,-22.872,-26.3466,8.6599,-22.4952,-11.4718,-20.1664,-20.5274,2.689,-4.5486,-22.9885,-23.8176,-0.699,-33.7666
PPM9.7685,0.6624,-12.0295,3.9063,-37.7429,5.9312,-14.0649,-7.3376,-14.2706,7.4186,-17.1245,1.298,-12.0126,-20.8549
PPM9.7675,-12.0619,4.191,7.6217,-38.273,26.8394,32.1355,4.9542,-10.8904,-1.2905,-29.9682,24.4968,-10.9146,-23.9742
PPM9.7665,-16.4138,-23.1719,28.1414,-43.534,21.7772,40.3047,6.1499,-4.8723,-6.7339,-32.0892,22.7847,12.6315,-41.9365
PPM9.7655,-32.4129,-16.7657,24.9734,-17.9598,22.9286,34.2709,19.9848,-1.4809,-11.6672,-8.6958,2.3018,6.902,-44.2711
PPM9.7645,-26.5006,0.5985,-1.9221,-3.3717,8.7524,-6.5596,2.6634,13.5082,-17.8699,3.7663,-0.9706,-24.3118,-43.0786
PPM9.7635,-7.9382,21.0548,-16.6468,-4.1025,-2.7868,-24.7828,-29.9808,13.1165,-0.7633,-2.9755,-0.4619,-22.3271,-32.1684
PPM9.7625,6.1364,22.2058,-29.1564,16.9509,-3.2532,-8.0584,-20.116,30.4671,29.8872,8.5055,8.8555,11.9361,-40.5726
PPM9.7615,20.5348,-6.1799,-27.7554,9.8504,-4.2997,9.3152,4.8068,53.0067,22.9099,7.224,3.0369,19.1641,-45.0442
PPM9.7605,24.1852,-18.9282,-37.7531,4.6853,0.9668,15.3377,1.9084,56.3695,17.9549,8.0994,-2.6601,-1.1585,-24.3002
PPM9.7595,16.3967,-14.4714,-44.7555,5.3625,0.1383,21.1017,-5.7116,51.5739,-1.5573,16.1054,26.9113,-14.482,6.3473
PPM9.7585,11.4211,-0.8411,-17.3276,30.6887,0.9133,7.1896,-6.6309,33.6888,-15.95,12.7275,39.0662,-0.6407,27.4993
PPM9.7575,29.1037,5.5484,-11.285,44.0824,18.0276,-18.4178,11.0164,22.4951,-11.1561,1.6234,42.1877,1.8311,30.5974
PPM9.7565,32.6251,2.0378,-7.8918,40.6499,11.0946,-18.1724,5.4072,8.9753,7.3238,-20.9556,29.9464,20.7789,14.5805
PPM9.7555,8.4673,15.4452,-45.0605,42.5946,-13.7506,10.0156,13.8194,-15.7622,22.107,-23.0225,20.9769,47.0144,35.2434
PPM9.7545,6.3377,15.8953,-37.3011,19.8653,-19.7708,0.6722,-0.4477,-37.5986,34.4565,-1.9745,-5.3923,42.6625,39.1024
PPM9.7535,22.7875,10.0136,-14.8874,-2.7875,-46.5728,-3.6723,-25.553,-12.9173,5.4786,-3.4782,-5.0213,23.1,18.6473
PPM9.7525,33.2182,-5.3905,11.6986,20.6001,-34.7384,3.8649,-20.139,8.2284,11.2269,-10.8654,-12.397,-4.0653,1.9543
PPM9.7515,44.4132,-9.9581,30.4295,18.2481,3.8498,-18.7286,-9.4397,16.4109,10.5081,-31.3426,-16.7507,-13.7091,17.4453
PPM9.7505,66.721,-15.6164,0.6265,4.1476,27.6136,-4.9136,-16.083,44.4234,-8.7148,-40.4678,-25.2727,-18.9093,36.8621
PPM9.7495,43.8713,-34.2284,-38.4174,15.0479,28.1463,7.7682,-10.0312,42.9217,-28.0836,-43.9169,-29.0055,-25.5905,19.784
PPM9.7485,18.4105,-50.2118,-47.6183,20.4456,22.1784,4.5347,-16.1765,32.2881,-32.117,-21.7848,-31.5693,-1.5787,6.4238
PPM9.7475,3.4471,-51.9427,-25.2946,-8.3609,20.004,2.1936,-17.0771,14.8187,-23.1287,-11.4437,-24.2214,20.788,2.002
PPM9.7465,-10.9518,-28.9824,2.3304,-32.2465,27.2901,-25.6114,-1.8731,7.934,3.1997,-10.6309,0.6684,-6.4379,-18.2651
PPM9.7455,-14.8181,-4.4485,19.5613,-25.2973,52.118,-41.3359,8.6185,-7.9561,-13.8638,-45.1176,4.8995,-17.0014,-32.001
PPM9.7445,-13.463,5.5092,24.0271,-9.4676,45.9008,-28.8359,11.4336,-2.5143,-32.2827,-41.1154,-10.8647,-31.4723,-28.9996
PPM9.7435,0.9101,34.0313,14.3931,2.5419,33.5189,-26.1941,17.7951,16.5316,-36.462,-20.8856,-15.644,-34.8677,-43.5099
PPM9.7425,-18.0929,40.7423,4.1125,3.0803,34.2474,-13.0294,12.8921,16.6212,-11.6838,-6.8283,-4.8273,-14.1515,-58.3315
PPM9.7415,-24.7446,30.9872,-6.82,2.3746,2.4342,14.8691,-7.4269,25.2041,4.565,-1.6928,4.6201,9.1785,-56.5618
PPM9.7405,4.166,25.4918,-6.4209,6.5129,-9.7741,19.4675,12.2041,29.5635,14.5208,7.5092,-15.6631,32.7737,-57.063
PPM9.7395,27.5888,2.946,10.0515,12.8064,-9.4725,20.4382,-0.4436,13.968,19.0502,7.7757,-23.2825,25.5161,-64.848
PPM9.7385,19.6236,-25.2363,24.0608,0.1562,-5.8966,17.7231,-27.4195,10.4743,6.2222,12.9429,-7.6529,-25.9939,-61.6571
PPM9.7375,-19.2167,-39.6283,28.7727,-10.1848,4.4754,7.8992,-4.7392,9.3159,17.404,26.3989,10.2255,-19.7118,-41.7298
PPM9.7365,-42.1064,-36.0355,15.2942,-11.6415,-34.737,-12.1747,-8.4101,19.1964,34.8824,31.7827,17.7791,-2.3215,-30.8984
PPM9.7355,-16.0121,-14.2441,-4.3448,-17.3006,-36.4376,-18.4162,-20.3669,49.7038,12.3233,22.7121,1.857,-7.5264,-35.5987
PPM9.7345,16.4963,-10.5793,5.1334,-20.1763,-14.9311,-2.4066,-15.2206,68.743,-19.9201,19.6068,-8.1375,-12.0744,-27.0925
PPM9.7335,27.7144,-25.2498,17.4382,-18.912,-6.3991,1.7148,-20.9467,42.0606,-19.6586,12.7813,0.2625,-1.0727,-15.7157
PPM9.7325,20.8224,-14.8479,-0.9809,-0.9564,-13.8949,10.553,-50.3308,18.7556,-21.9085,-2.8674,3.9958,16.7101,-24.5054
PPM9.7315,-11.2688,4.2718,-17.9512,-4.2268,-13.3555,18.8851,-43.1312,3.9774,-9.9524,-15.9375,-1.5118,20.5491,-25.8219
PPM9.7305,-27.9282,7.4817,-14.1595,-2.33,0.4711,11.897,-34.0977,-6.4139,6.9348,11.9662,-3.9687,8.2671,0.5971
PPM9.7295,-13.4852,1.4473,-12.5311,21.8065,1.6683,23.9285,-21.7641,-10.2978,14.4267,43.6458,13.1402,-12.7897,16.6328
PPM9.7285,-2.5469,0.4071,15.6435,25.135,18.0087,38.8467,-11.094,1.1309,23.7828,12.0199,41.5362,-31.145,29.1573
PPM9.7275,-5.7741,-7.9758,22.0924,13.7608,19.4225,29.4045,8.4914,9.4048,35.2421,0.1876,15.2793,-31.1591,39.8147
PPM9.7265,-5.506,-21.3536,23.9833,6.3025,-4.8879,19.5082,-8.5446,11.4516,22.5005,1.9121,-23.1445,-21.187,25.3415
PPM9.7255,2.7862,-5.9322,16.0588,1.1156,-24.684,21.055,-27.574,-0.9603,25.6988,-3.5558,-38.2568,-20.8159,14.8327
PPM9.7245,9.0618,9.163,14.9944,-21.327,3.8926,2.9555,-5.1691,9.1405,28.297,-25.1323,-43.2456,-4.4717,-4.2941
PPM9.7235,18.1141,-12.1768,1.9204,-33.0178,29.1354,-2.7882,5.2943,29.5668,14.832,-23.5193,-15.4763,-12.2781,-9.0081
PPM9.7225,23.0338,-36.2205,2.4505,-25.2369,7.6975,-15.2521,0.4731,36.2715,3.8889,-13.2359,-1.5839,-20.7688,-8.3505
PPM9.7215,6.1117,-14.863,10.8338,-18.0075,8.9423,-29.2725,-1.4414,18.8878,8.7748,-1.0824,-23.6806,-20.2991,-8.3128
PPM9.7205,-22.6481,14.156,-3.4243,-17.001,-8.7435,-20.613,20.6115,3.4869,8.1215,0.8486,-17.6298,-13.2925,10.8622
PPM9.7195,-37.8323,31.3678,-20.1072,0.6443,-32.2288,-9.4143,6.5348,32.3141,0.6741,-0.9716,-12.6889,3.421,13.9704
PPM9.7185,-10.485,17.8227,-21.9058,8.6356,-50.5867,-0.2779,3.0923,33.0508,-11.2067,5.589,-12.5601,7.1583,-0.2795
PPM9.7175,10.7502,12.7535,-22.3682,25.315,-47.9574,-8.0852,13.2333,11.7118,-18.0739,14.8114,-30.4046,-4.9218,4.8207
PPM9.7165,5.4403,18.7703,-31.933,24.7317,-25.3791,-50.9293,13.5154,4.2832,-4.4321,7.2204,-32.1761,-6.5959,8.441
PPM9.7155,14.2417,21.1258,-21.2413,9.5632,-20.996,-47.5557,-11.4433,-6.8217,12.3998,9.3185,-24.7181,-25.0401,-8.7603
PPM9.7145,17.081,10.3122,16.0785,-6.9179,-6.2662,-20.7543,-12.9446,-19.163,20.3742,-7.7369,-16.9154,-22.9944,-17.0535
PPM9.7135,-2.5223,-8.0116,15.2418,-26.8764,21.3404,7.684,-0.2291,-20.3273,7.0949,-38.7698,-12.0317,-14.8305,-21.309
PPM9.7125,-15.0793,-13.6369,1.5738,-18.3947,1.8232,25.6732,1.6923,6.6161,-20.4971,-24.5993,1.0972,-14.9655,-19.2673
PPM9.7115,-12.9882,3.1569,14.5873,10.7427,-15.8835,21.6608,-0.2943,17.4787,-14.0524,3.5691,5.5385,0.5029,-3.8265
PPM9.7105,-15.93,10.3496,15.625,37.282,6.0037,5.1775,-9.5811,26.1177,25.2979,-12.1573,-17.9983,-0.8993,13.2066
PPM9.7095,-37.4735,6.8646,-2.8014,37.0687,10.1794,-40.2699,5.4386,59.307,16.2523,-27.7244,-22.7229,-15.0211,1.0538
PPM9.7085,-20.7895,-19.555,-32.1219,31.2415,-4.4485,-39.2176,23.1506,16.9048,-10.0411,-7.1431,-12.0337,13.794,5.2809
PPM9.7075,9.4502,-30.8341,-30.0469,9.6973,-21.6062,-19.6898,18.6297,-14.8484,-4.4314,17.8123,-13.288,43.1419,-0.8709
PPM9.7065,24.8656,-31.8081,-19.8569,-35.8927,-20.0304,-5.9639,-5.323,-2.8647,-1.7912,2.8993,1.115,-7.9681,6.6243
PPM9.7055,26.0901,-40.8828,-3.0695,-40.1724,-6.5772,25.6556,4.0756,-11.4699,-3.4765,-25.7187,20.3159,-11.7733,-12.2264
PPM9.7045,7.1358,-45.8523,17.3914,-5.0123,8.136,19.3149,6.9664,-47.3821,-6.286,-36.3491,-12.7488,3.0368,-21.704
PPM9.7035,-4.5658,-58.8473,24.8197,3.8739,11.9786,23.8119,10.7344,-31.6826,-0.3032,-24.6564,-50.1033,-0.175,1.2166
PPM9.7025,-14.0415,-43.0448,19.771,-12.0641,-12.2007,32.7156,15.9094,-3.3263,22.0467,-13.7272,-18.5865,19.6437,15.0777
PPM9.7015,-20.4477,-15.7314,10.2591,-10.9507,-7.8567,11.9408,21.7977,11.4443,7.5108,4.0749,25.068,31.4674,13.3115
PPM9.7005,-7.5923,-7.1776,-5.6452,20.8904,19.3513,-7.6561,17.1647,14.1415,16.5134,-3.5919,37.2381,5.9153,10.1605
PPM9.6995,-6.9364,-32.8555,-11.7233,10.4847,2.1277,-5.27,-0.6148,25.0331,27.7894,-16.6891,28.6891,-12.9383,-0.1935
PPM9.6985,-0.7472,-48.1442,-4.5043,-2.2674,-14.2512,4.154,-7.1352,19.0625,32.6444,-27.9087,15.234,-4.0365,-8.4369
PPM9.6975,-7.9146,-39.0066,3.9786,34.2762,1.4637,8.6086,12.2716,8.0226,20.7269,-43.6258,9.4232,-3.9193,-15.1716
PPM9.6965,-22.4305,-40.6607,3.9132,49.234,26.836,3.8678,19.8688,-4.9729,2.4778,-50.6166,27.942,-0.1588,-27.808
PPM9.6955,-29.1463,-9.5429,12.6038,36.4159,43.7341,-10.0781,19.272,5.4233,-15.3794,-36.2483,40.1761,-0.3025,-27.4831
PPM9.6945,-33.5642,24.0088,37.6956,30.5526,50.0823,-1.9759,10.3117,-8.4323,-20.2264,-36.1408,31.9359,-15.1493,-11.1366
PPM9.6935,-19.1736,30.7875,68.9934,12.3496,25.0061,3.1742,-10.1738,-23.4198,-17.2902,-31.4182,29.2102,-23.0242,-1.7683
PPM9.6925,-4.9816,15.168,67.1234,-13.4154,-8.5259,-14.1332,-20.9911,-22.1231,-11.968,-16.2873,29.304,-6.0255,-13.9247
PPM9.6915,-2.7525,-0.3988,18.1717,-22.3387,-19.454,-33.8103,-12.9484,-17.1867,22.2335,-27.9219,25.0264,-5.3653,-10.7601
PPM9.6905,-9.2665,-10.0768,-11.5216,-37.9597,6.9011,-53.6708,-1.497,-13.7262,57.5826,-15.181,17.8144,-26.7318,1.9968
PPM9.6895,31.6773,-35.7462,-14.8214,-48.2655,-1.9909,-34.0897,-6.8592,-28.8666,60.0056,19.8731,-4.1158,-19.0268,13.5342
PPM9.6885,30.3807,-39.562,-18.2873,-57.3279,-9.1945,-3.9258,-27.7709,-40.0255,44.4868,25.4795,-0.32,27.5012,6.1604
PPM9.6875,3.2859,-35.3378,-21.8439,-48.7199,3.6968,19.4074,-7.6048,-8.1077,27.7127,28.2532,23.401,50.9649,21.0479
PPM9.6865,-10.0478,-20.9512,-16.1181,-46.2064,-6.9017,34.3668,14.374,19.6392,7.1293,38.1756,24.7984,53.0935,20.0207
PPM9.6855,-14.1842,-10.8616,-6.4541,-17.8801,-19.8019,23.0172,5.5262,31.4137,-10.636,56.0108,-4.2711,27.5095,4.0544
PPM9.6845,15.5563,-32.7115,-10.4617,22.2305,-24.4393,-5.7449,-7.699,32.412,-4.9807,38.8553,-16.5322,18.9959,-0.3753
PPM9.6835,30.1505,-55.1466,0.5865,13.1535,-15.9736,-20.824,-2.8411,9.2367,-5.4089,28.7264,-8.9573,8.5079,-18.2716
PPM9.6825,28.3158,-24.3805,14.0107,18.0847,-11.3342,-33.8903,-1.0008,10.1725,-3.5091,36.7295,-6.5291,-19.4965,-17.9457
PPM9.6815,30.8343,-30.3023,21.7455,25.0129,-7.0459,-47.408,-25.1126,2.2941,-3.5381,15.8326,8.6597,-32.7343,-18.5123
PPM9.6805,40.711,-41.4531,24.6427,25.6251,-9.1067,-26.1395,-24.8531,-20.2394,1.9499,20.8018,-20.886,-46.5108,-7.5895
PPM9.6795,47.4401,-29.08,22.4804,38.2938,-9.7562,-6.0347,2.9369,-13.5443,23.5978,13.7802,-23.96,-47.5382,-7.0053
PPM9.6785,38.8957,-18.6063,17.4126,51.4077,9.106,2.0588,-0.0864,-21.4426,17.1313,11.2909,-19.356,-27.8528,-8.7642
PPM9.6775,0.7735,-10.6643,8.5514,36.8758,9.0812,-7.8789,2.6878,-17.8387,2.5618,13.5603,9.2863,-7.7702,25.25
PPM9.6765,-29.2463,-27.1995,6.7659,9.8791,17.2382,-2.193,23.8008,-1.4044,-23.4575,26.6031,23.6466,18.6313,25.0133
PPM9.6755,-7.8991,-35.8208,5.5472,0.0243,27.7261,2.2349,9.2696,-1.7711,-30.0813,29.5828,11.2425,29.5615,0.5503
PPM9.6745,-9.6182,-60.2336,9.4702,9.5841,30.3125,-25.466,5.5814,1.4976,-36.028,33.9057,-21.203,11.0259,-6.9306
PPM9.6735,-0.4388,-74.7341,-1.4669,7.8835,47.1353,-43.5387,-0.4964,5.8611,-2.5981,63.2534,-41.9587,-3.3245,-10.5581
PPM9.6725,16.4192,-51.9047,-46.6551,-4.0242,35.093,-29.7117,-12.854,-7.9744,34.3185,82.5745,-31.9025,-10.6921,-21.1682
PPM9.6715,6.8302,-6.8994,-50.7896,9.122,-5.5189,-0.2764,-21.4328,4.9396,27.1285,67.3215,-21.6786,-6.9498,-13.2381
PPM9.6705,-1.6732,0.9752,-44.4825,7.2347,-13.5999,7.2558,-28.0683,22.7998,11.6123,67.2472,18.2686,-18.522,-7.8107
PPM9.6695,-2.2987,9.7564,-38.3952,0.2763,2.8774,-0.0224,-10.4884,37.1392,23.4192,64.2568,16.6229,-42.2894,-16.299
PPM9.6685,-3.5588,6.302,-32.4296,-20.073,9.7747,-8.0191,9.2895,29.0434,31.4531,52.0491,-5.1806,-60.7567,5.9251
PPM9.6675,-2.1883,0.5446,-43.6444,-19.1688,24.9897,-4.4029,23.5462,39.6016,11.2679,28.1395,4.5381,-62.7162,26.8636
PPM9.6665,20.1139,4.8536,-43.9821,-20.145,50.2994,11.565,25.4969,38.0913,11.3053,8.4638,28.5487,-53.8376,38.131
PPM9.6655,45.0257,5.6608,-38.9261,-9.3212,53.4089,-5.8429,22.8174,11.3512,19.3329,17.8044,41.2838,-30.8016,24.3803
PPM9.6645,23.5091,-10.727,-31.6513,-3.4474,25.1255,-17.16,22.0254,6.6626,7.5664,25.4747,6.38,-32.927,29.2723
PPM9.6635,14.4662,-16.5188,-38.187,-2.8851,9.3487,12.4748,-12.9987,0.8988,5.3893,10.2133,-7.3112,-36.8663,33.4096
PPM9.6625,38.3248,-0.9063,-50.1234,3.7121,9.6502,10.953,-41.0838,-17.2415,43.988,9.3055,-6.2287,-30.6156,20.3171
PPM9.6615,42.8651,2.8087,-51.127,2.8987,-11.8454,-12.4747,-28.9553,-37.0947,57.6524,-3.6647,-0.8739,-11.9922,11.6149
PPM9.6605,23.0528,19.8594,-44.2021,-14.1494,10.8579,-47.639,-29.1322,-28.21,40.7457,-20.868,9.5078,11.0577,-9.6929
PPM9.6595,-6.7066,27.2964,-26.3003,-44.971,-3.3231,-67.6726,-47.0908,-2.0988,17.0222,-2.6312,2.2753,22.1018,-20.3559
PPM9.6585,-39.7644,11.9364,-19.7265,-61.3937,-23.9627,-49.7321,-47.1317,21.6481,-20.4662,12.1418,-0.0023,-3.7966,-17.3947
PPM9.6575,-37.455,8.849,-23.9036,-23.7999,-2.4197,-3.9004,-32.5444,42.5572,-22.0785,-8.4192,-26.517,-20.7752,0.8835
PPM9.6565,-17.0149,-0.6423,-20.8412,-3.5981,10.618,14.4136,-14.594,39.8075,-14.0131,4.8211,-39.7448,-4.0152,11.3433
PPM9.6555,-6.7508,-6.4319,-33.746,-16.8197,13.002,18.3651,-0.2846,15.5934,-4.2003,15.2587,-14.1797,13.6736,22.9826
PPM9.6545,-25.078,-6.2782,-12.2483,-7.1751,-14.0074,1.5243,-7.1037,-18.4636,-23.6195,-2.0306,-7.1096,-7.7516,28.0756
PPM9.6535,-7.0692,-0.4084,6.279,9.6929,-21.6756,0.0281,-21.7388,-18.3547,-33.7951,-14.4449,-28.9455,-22.3852,2.4454
PPM9.6525,35.7816,30.9862,3.9955,2.4322,2.963,-20.5712,-7.6191,2.5801,-27.0535,-36.5031,-21.6964,-38.4946,7.192
PPM9.6515,43.3752,56.6784,14.4104,3.608,3.5372,-19.6692,-22.2332,18.889,-3.2129,-58.4245,-0.5035,-35.6948,20.3418
PPM9.6505,1.7854,23.0104,4.7113,-10.8054,-7.3264,-4.0939,-45.5387,18.0118,14.7814,-30.0608,-4.0795,-42.5448,19.2751
PPM9.6495,-31.8917,-19.2438,10.8692,-10.7277,-24.6692,-19.1191,-22.4108,29.9135,21.8236,-1.5807,-15.601,-22.8267,17.0138
PPM9.6485,-15.5153,-30.6767,26.1172,-14.1547,-44.8127,-17.2612,30.2883,10.5246,15.3349,16.5734,-37.2257,-0.8888,24.8593
PPM9.6475,4.9113,-58.085,37.3344,2.1712,-42.8923,6.1034,38.1702,-13.5228,2.1359,16.1208,-28.7093,12.6343,18.6582
